"p_val","avg_log2FC","pct.1","pct.2","p_val_adj","cluster","gene"
2.92638994847226e-19,1.71513391673989,0.603,0.269,9.44814258763754e-15,"0","Sorcs1"
5.08415261399612e-19,1.50902665157031,0.724,0.394,1.64146951295479e-14,"0","Zfp532"
5.95110192333369e-19,1.60143505936894,0.539,0.201,1.92137276696751e-14,"0","Parvb"
6.12832340071296e-19,1.28600802194765,0.724,0.407,1.97859049315419e-14,"0","L3mbtl3"
7.97336140983807e-19,1.43103556208394,0.784,0.467,2.57427946478032e-14,"0","Ncam1"
8.61895472789385e-19,1.18435461999861,0.841,0.55,2.78271572344781e-14,"0","Csnk1g1"
9.56458417739383e-19,1.23898324613476,0.664,0.317,3.08802164751337e-14,"0","Ptn"
1.35073429162823e-18,0.979656070480649,0.819,0.482,4.36098073395089e-14,"0","Fscn1"
1.56330795923033e-18,0.704389577148712,0.961,0.666,5.04729607717105e-14,"0","Cdh11"
1.94883213022636e-18,1.0633928578486,0.832,0.601,6.29199941564881e-14,"0","Emilin1"
2.06533931479549e-18,1.45241490791056,0.655,0.342,6.66815451174872e-14,"0","4930503L19Rik"
2.52810811691188e-18,0.909439137934848,0.892,0.626,8.16224986626169e-14,"0","Msi2"
2.84000401827591e-18,0.892140914271487,0.94,0.714,9.16923697340559e-14,"0","Airn"
2.9032371621129e-18,2.10664181649274,0.388,0.098,9.37339150159772e-14,"0","Zfp57"
5.13015720671711e-18,1.2755138691778,0.763,0.455,1.65632255576069e-13,"0","Rai14"
5.2208936920626e-18,1.89031054483139,0.513,0.196,1.68561773741933e-13,"0","9330188P03Rik"
7.22716414220771e-18,1.11096520511562,0.767,0.442,2.33336221495318e-13,"0","Znrf1"
1.00590539057122e-17,0.854197661758664,0.901,0.535,3.24766614399825e-13,"0","Tns3"
1.02998242328288e-17,1.71680588834479,0.612,0.289,3.32540125181109e-13,"0","Susd4"
1.11495748053872e-17,0.947010815119982,0.746,0.392,3.59975172166731e-13,"0","Sept9"
1.13006524992561e-17,1.05123461852508,0.776,0.495,3.64852866590984e-13,"0","Ppp1r9a"
1.13872942166958e-17,1.39826649137269,0.763,0.56,3.6765018108024e-13,"0","Ccnd2"
1.81458299594127e-17,1.06218315079044,0.746,0.41,5.858562660696e-13,"0","Itga8"
2.32928427714628e-17,1.47430374537046,0.565,0.246,7.52032721719448e-13,"0","Kcnk2"
2.3406826475127e-17,2.11884557643158,0.44,0.146,7.55712799575952e-13,"0","March11"
2.40637655172437e-17,1.24099366613978,0.763,0.442,7.7692273348973e-13,"0","Tia1"
2.70797901349802e-17,1.63905616549677,0.724,0.445,8.7429810429797e-13,"0","Sema6a"
2.75050918193319e-17,1.04297149545317,0.789,0.555,8.8802939447895e-13,"0","Kdm5b"
2.96662422976789e-17,1.69587856681643,0.685,0.392,9.57804298822862e-13,"0","Klhl29"
3.05965859262278e-17,1.1872664831588,0.767,0.545,9.87841373214192e-13,"0","Itga9"
4.30594722188884e-17,1.34936183766801,0.582,0.269,1.39021812005903e-12,"0","Arap3"
4.34468806715499e-17,0.950736418768636,0.871,0.595,1.40272598936166e-12,"0","Mdk"
4.39692304814213e-17,1.30288319366411,0.629,0.279,1.41959057532317e-12,"0","Adgrf5"
4.6799920794627e-17,1.02008430425439,0.802,0.497,1.51098224277533e-12,"0","Arhgap28"
5.63408709012652e-17,0.952400033976418,0.698,0.369,1.81902135791825e-12,"0","Slc4a7"
6.3278721390519e-17,1.01199890164695,0.836,0.568,2.0430167988143e-12,"0","Piezo2"
6.58878462263836e-17,1.25866570799291,0.711,0.397,2.12725500326502e-12,"0","Enox1"
7.70663084638159e-17,1.90947026220823,0.53,0.224,2.48816283506276e-12,"0","Samd5"
7.98656891808672e-17,1.20738106451129,0.815,0.505,2.57854364089348e-12,"0","Hip1"
8.7414304895042e-17,1.32206400923665,0.776,0.477,2.82225824784132e-12,"0","Stox2"
9.4102724799136e-17,1.36144502817738,0.582,0.254,3.03820057286491e-12,"0","Sox12"
9.52858945791132e-17,2.01548105168709,0.513,0.231,3.07640039238125e-12,"0","Tbx3"
1.29847335935427e-16,0.884381161607648,0.772,0.45,4.19225108801118e-12,"0","Marcksl1"
1.66143342429021e-16,1.53255640297169,0.534,0.234,5.36410395366336e-12,"0","Ctxn1"
1.76785346274326e-16,1.15389831776707,0.784,0.575,5.70769168981288e-12,"0","Maml3"
1.84547229670666e-16,1.49836115530478,0.552,0.241,5.95829185714711e-12,"0","Ptpn14"
