"p_val","avg_log2FC","pct.1","pct.2","p_val_adj","cluster","gene"
2.65043290389128e-06,0.712016360527955,0.815,0.514,0.0855718767350339,"Uni Fibro (Col15a1)","Dst"
2.68524940521943e-06,0.557638982269367,0.981,0.915,0.0866959622969145,"Uni Fibro (Col15a1)","App"
2.74277688923187e-06,1.29118091397238,0.667,0.441,0.0885532946457401,"Uni Fibro (Col15a1)","Gata6"
2.82197545159489e-06,0.11612606989695,1,0.997,0.0911102994301925,"Uni Fibro (Col15a1)","mt-Co1"
2.89928637491184e-06,0.81934018831209,0.852,0.771,0.0936063599004038,"Uni Fibro (Col15a1)","Dnajc3"
2.93073212271598e-06,2.08311519000562,0.315,0.109,0.0946216173140081,"Uni Fibro (Col15a1)","Sec16b"
3.17206987348758e-06,0.787109884983439,0.87,0.769,0.10241344793542,"Uni Fibro (Col15a1)","Aldh2"
3.25930396699564e-06,0.792984553457212,0.852,0.623,0.105229887878421,"Uni Fibro (Col15a1)","Csrp2"
3.27567353480934e-06,0.986108484911234,0.741,0.703,0.105758395744854,"Uni Fibro (Col15a1)","Sar1a"
3.27664473896299e-06,1.74805126725545,0.241,0.064,0.105789752042159,"Uni Fibro (Col15a1)","Slc7a2"
3.33974997900371e-06,0.772789169516185,0.833,0.8,0.107827167822114,"Uni Fibro (Col15a1)","Serinc3"
3.35482577325852e-06,1.3594675871908,0.593,0.363,0.108313904915425,"Uni Fibro (Col15a1)","Gm2a"
3.39859426982326e-06,2.71309256820535,0.241,0.068,0.109727014595514,"Uni Fibro (Col15a1)","Klf5"
3.50971533129855e-06,0.809658174754349,0.889,0.812,0.113314669186305,"Uni Fibro (Col15a1)","Sh3bgrl"
3.72094741164035e-06,1.0389866261117,0.685,0.491,0.12013450813222,"Uni Fibro (Col15a1)","Vat1"
3.80719506599512e-06,0.899739718531095,0.944,0.828,0.122919099900718,"Uni Fibro (Col15a1)","Junb"
3.86599085445671e-06,5.20552693981853,0.037,0,0.124817380726989,"Uni Fibro (Col15a1)","Slc38a11"
3.86599085445671e-06,5.12583398184106,0.037,0,0.124817380726989,"Uni Fibro (Col15a1)","Gm39458"
3.86599085445671e-06,4.88127449873727,0.037,0,0.124817380726989,"Uni Fibro (Col15a1)","Ighg2c"
3.89822429792993e-06,1.00326030268833,0.778,0.675,0.125858069682966,"Uni Fibro (Col15a1)","Fuca1"
