"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"Arpc5l",1163.55711844383,0.130559499281015,0.220284193630224,0.59268664323767,0.553390881921962,0.704561392113825
"Orc4",1138.57581679928,-0.242012353109927,0.10211546869082,-2.36998719403306,0.0177887013797992,0.0535413247525605
"Kif5c",212.40330573693,-1.43376804496678,0.573448548280452,-2.50025577580776,0.0124103668874131,0.0399542182706089
"Mmadhc",1690.21689196433,-0.126214944216986,0.126195659786895,-1.00015281373483,0.317236560613159,0.484313793415723
"Mindy3",645.567513330851,-0.0806599386421305,0.145466855672783,-0.554490150138179,0.579243444816267,0.726405015732482
"Itga8",91.9046928667529,-3.6326625347773,0.667010205037816,-5.44618734067396,5.14609362864424e-08,8.2103850220458e-07
"Spopl",601.729224093056,-0.453787005487788,0.198239410383502,-2.28908573027895,0.0220743717573552,0.0635163499327297
"Pfkfb3",231.36289126534,-0.478772685964098,0.208702072048288,-2.29404855095699,0.0217877101151205,0.0629104464622297
"Yme1l1",3070.09930882364,0.220664358999418,0.100870047875052,2.18761033277942,0.0286979985383339,0.0782160623423142
"Mastl",1001.83899175694,-0.382101234267012,0.137509874534716,-2.77871851428783,0.00545737936947199,0.0204666287132599
"Acbd5",1419.35921361621,0.0612016132658162,0.112917251843185,0.542004098282613,0.587815682619557,0.733582281354923
"Abi2",813.266994765449,0.582732131744501,0.138693556628165,4.2015804188135,2.650580561538e-05,0.000212894630702732
"Pdss1",285.713889562398,0.0618482184607656,0.234389566494941,0.263869332520399,0.791880607459863,0.878367567744305
"Pkn3",143.103533186181,0.474304309624741,0.506229533552493,0.936935279726343,0.348791850313056,0.51737212410303
"Apbb1ip",1400.80206665631,-0.922284742761522,0.266340977444851,-3.46279701910493,0.000534591518790948,0.0028270197096033
"Zbtb43",345.263549194986,0.371548287942436,0.201299093692722,1.84575241312112,0.0649281630406278,0.149883391302818
"Odf2",1724.17420325868,-0.263473204591103,0.108976967222047,-2.41769624634773,0.0156191091156533,0.0483133138406229
"Slc2a8",99.3810335536845,-0.00993716514897733,0.392322503282308,-0.0253290725508721,0.979792484823997,0.989578441236337
"Lrsam1",220.666211327861,0.774535260843628,0.199777467969402,3.87699007658989,0.000105756669849347,0.000708539442994483
"Fam129b",7795.16172932041,0.24663726046343,0.149506169032983,1.64967948853682,0.0990085075643979,0.208114787247671
"Stxbp1",977.655610748407,0.387864722718295,0.123881897977185,3.13092331528313,0.00174257656365058,0.00774135783143885
"Coq4",125.437723543114,0.573711100485797,0.237068566894536,2.42002180213551,0.0155195765793391,0.0481021319513099
"Med27",287.462939080728,-0.128605995029381,0.145244713247444,-0.885443553530814,0.375917450897963,0.544506975455665
"Ttf1",417.162692176206,0.165389243620594,0.130336699192605,1.2689384083311,0.204463032209668,0.353193115489626
"Ddx31",357.018674238685,0.158474109511409,0.252937403981797,0.626534893679916,0.530964157141176,0.685488544292791
"Dpm2",376.989497054385,-0.00619945254380656,0.171750842685482,-0.0360956164573777,0.971206117612223,0.984908577030221
"St6galnac6",500.017326724085,-0.28624270536048,0.194027635448446,-1.47526770966879,0.14014058404383,0.268806775289311
"Tsc1",600.356601125905,0.0582517319530784,0.126407989321746,0.460823182661424,0.644925467892995,0.776185664586346
"Eng",499.00848605013,5.6236080338824,0.484930443857569,11.5967312531406,4.28119841073384e-31,1.33725610802833e-28
"Gtf3c5",492.168832234243,0.0663609239933883,0.192080360949521,0.345485210801056,0.729729626691248,0.839230865060725
"Ak1",3829.10501228066,-0.259801490896118,0.0943472511242184,-2.75367313621105,0.00589305909529387,0.0218210849956403
"Slc25a25",589.456451811335,0.420760685846084,0.179813694061767,2.33998132367799,0.0192847042291418,0.0570905228822276
"Ptges2",388.711997620117,0.251212160979902,0.18817189487476,1.33501424932293,0.181871682811585,0.324868264531661
"Ralgds",353.81466952409,0.849741913059802,0.282006099105517,3.01320402556917,0.00258505060744225,0.0108984617091206
"Dnm1",521.147281592219,2.1810354663822,0.342541266165713,6.36721960771604,1.92485486092053e-10,4.95526738554927e-09
"Nr4a2",543.784552024791,0.266099857622707,0.247711288907669,1.07423387442747,0.282717873625713,0.446030401247033
"Gpd2",3340.04998051182,-0.781730231507818,0.172560705922268,-4.5301752060516,5.89347919577302e-06,5.73675509527601e-05
"1700007K13Rik",25.225995786392,0.377069972776927,0.463812409227411,0.812979483246312,0.416229821346001,0.582658928388559
"Olfm1",51.067209620443,0.953870434473558,0.36744310588379,2.59596770003146,0.00943249318696583,0.031932351694603
"Acvr1",1091.14611458616,-0.149347550528302,0.105817890778835,-1.41136389535912,0.158137343082885,0.293823991324922
"Col5a1",12216.4558181882,-0.657923310609257,0.267765272287961,-2.45708976742029,0.014006768201054,0.0441136307044624
"Upp2",10.0938041840026,1.11563441875558,0.618135364547548,1.80483836185653,0.0710999794471479,0.160827375460108
"Fibcd1",13.1434632965633,-0.0645231946685773,0.643250819109472,-0.100307986794178,0.92009981693002,0.955728866890952
"Abl1",2672.95086943035,-0.628741601117514,0.128536378696181,-4.89154593816324,1.0004703590804e-06,1.17384068173907e-05
"Fubp3",1577.83087848464,0.169777912064879,0.151188775466886,1.12295315270983,0.261457391344738,0.422564688138627
"Tor1b",1444.47813575216,-0.154846512078298,0.0993112588882021,-1.55920399974602,0.118948104483398,0.237963927785175
"Tor1a",532.786829127532,0.0103974289088347,0.165839782167853,0.0626956256992128,0.950008880729108,0.973345347877275
"BC005624",745.377884359789,-0.0191228014846754,0.178104047053499,-0.107368708353557,0.914496478090242,0.952240120585944
"Crat",633.989844458322,-0.629121325483314,0.15580180208078,-4.03795923462507,5.39182198166013e-05,0.000395997336112358
"Usp20",308.908048041638,0.804568192871602,0.303735159051642,2.64891359756875,0.00807509735514528,0.0281088579554042
"Dolpp1",189.880286345226,-0.0557065955138456,0.20250188633112,-0.275091736295025,0.783245760234575,0.873199541815702
"Ntmt1",526.901605921795,-0.156763548058857,0.165812619079398,-0.945425920712296,0.344441474045389,0.51277829890825
"Miga2",508.75365899913,-0.238980119360765,0.196290072393515,-1.21748449346774,0.22341993274137,0.377094450232197
"Sh3glb2",1299.2962518251,0.672755298549284,0.316119281186168,2.12816913927211,0.0333230625386856,0.0881756338561304
"Hspa5",23385.5279686254,0.153845181763098,0.150314913717212,1.02348581360681,0.306078204027591,0.472254142240594
"Gapvd1",2328.17341509399,-0.173420168203825,0.133185093493974,-1.30209893355424,0.19288256768885,0.338767633566722
"Psmd5",1680.13046050469,-0.121641369349041,0.128613747723061,-0.945788234170481,0.344256607901239,0.512776557615733
"Cutal",7.77246795657188,1.45850157479426,1.05228508249731,1.386032738707,0.165736906880082,0.30432370517393
"Zeb2",1242.11294664308,-0.440115146095548,0.278403938922697,-1.58085100303754,0.113912109596268,0.230414248450876
"Phf19",163.469745774821,-0.167028881767418,0.20737576187381,-0.805440714277194,0.420565405005251,0.586470548787393
"Traf1",8.02887404799288,4.95894244889062,1.55525486264971,3.18850792110175,0.00143009091731868,0.00655194196017973
"Rab14",3130.13305219968,-0.0602209180204827,0.0837981096027425,-0.718642918151363,0.472360962361921,0.635116289167703
"Gsn",11812.1970590867,-0.468918556446975,0.142411943600684,-3.29269122091192,0.000992333919100077,0.00478991949411768
"Stom",1214.43331363046,-0.346700052350786,0.206398381130345,-1.67976149062834,0.0930037304913412,0.198189878075545
"Dab2ip",1122.43175218706,-0.117526954649209,0.15393500093608,-0.763484288397872,0.445174628913409,0.609381949189939
"Ttll11",21.2387475933342,-0.977364178605841,0.674627695711096,-1.44874600438045,0.147408527879543,0.278890434687033
"Mrrf",439.68353988495,0.0495806734262427,0.191721751453265,0.258607450904332,0.795938133784417,0.881477025565219
"Grb14",726.191908974145,-0.352018566661887,0.256295079916764,-1.37348936536827,0.169600265047656,0.309255303354424
"Rbm18",933.494503993993,-0.103905145473263,0.101675816989644,-1.0219258477544,0.306815997733681,0.473080919717488
"Lhx6",79.1223994853313,0.186924520958882,0.309761316576281,0.603446947555992,0.546211398458619,0.698593941468093
"Gca",109.555505260148,-1.46397303583286,0.460058056736505,-3.18214845799632,0.00146186863866575,0.00667338462424129
"Ndufa8",1438.93423072363,-0.136733742465992,0.17639283220115,-0.77516609240713,0.438241521446008,0.603263424291949
"Ifih1",220.90211628505,-0.844905457285031,0.383334709753597,-2.20409327876447,0.0275177847446293,0.0756779460713187
"Psmd14",3201.4982997708,0.0658450082016506,0.109782246486686,0.599778291197892,0.548654002982204,0.70069786170433
"Strbp",972.173986769013,-0.973346062569098,0.161211554329154,-6.03769417533042,1.56331989630692e-09,3.47690260482437e-08
"Wdr5",1145.76520440027,-0.0275900389421277,0.149726727754461,-0.184269297512285,0.853802198509335,0.917487250113955
"Brd3",1743.06710065139,-0.0947750211726567,0.127328800729327,-0.744332944548243,0.456675075155305,0.620315506028504
"Egfl7",43.8183277956275,0.380804320565619,0.314645337175946,1.21026525923909,0.226177123864798,0.380553705176395
"Agpat2",336.197557386862,0.0720205451827239,0.199928118369855,0.360232196301123,0.718673499503736,0.831481991030086
"Notch1",375.755829198595,-0.769546308672378,0.255812375994753,-3.00824502989707,0.00262761186248567,0.0110513801134346
"Sec16a",1943.97128799498,0.15087829232622,0.162395276552003,0.929080546735637,0.352847345145178,0.521635644805829
"Inpp5e",318.608020952616,0.059890924722211,0.190302655971347,0.314714076987073,0.752978755098027,0.854985813204449
"Pmpca",2615.50757970953,-0.00800416425885901,0.0769499806779614,-0.104017755278676,0.917155258328092,0.953796378631248
"Entr1",1157.19515444058,-0.159238424389845,0.0862574182318984,-1.84608382274718,0.0648800353855991,0.149819907570229
"Gpsm1",444.059631494307,0.14193280154843,0.159357519492823,0.890656443449612,0.373113508581697,0.541897445404456
"Nacc2",2043.92876431599,0.083091210383006,0.185610312002921,0.447664838695485,0.654395101253847,0.783156878946282
"Camsap1",1958.1559015052,-0.137305702217498,0.0917624437530424,-1.49631697458957,0.134571073719783,0.2606016745712
"Tmem141",44.9830516393722,0.947689913870387,0.301706830098894,3.14109532608112,0.00168317237777702,0.00752741678079346
"Mamdc4",13.5998717220857,1.21232254201728,0.647068075458957,1.8735625941017,0.0609907377773793,0.142880968366474
"Traf2",534.04226743059,-0.255736856524644,0.171467964732724,-1.49145560176954,0.13584191945298,0.262604046187745
"Abca2",471.166134158038,1.226105557462,0.343083453556506,3.57378225254473,0.000351861570170277,0.00197989040444892
"Nmi",50.5461912641051,0.497541309140027,0.330077247072876,1.50734809367268,0.131721456093876,0.256721684256174
"Neb",195.802100801066,-2.47617728635499,0.545141212630744,-4.54226763448217,5.56523244902638e-06,5.43379184563489e-05
"Sapcd2",143.832417861898,0.271563260557553,0.373919606098819,0.726261089625198,0.467678728021409,0.630026087892364
"Uap1l1",454.280432460875,1.25840220603976,0.334229077017413,3.76508895416721,0.000166489800254697,0.00104799849188536
"Dpp7",178.082219561999,0.536466215989864,0.373225170151099,1.43737952017726,0.150610184754682,0.283524045524091
"Arl6ip6",658.685241023294,-0.342365681818698,0.155531918829336,-2.2012567220647,0.0277178547887528,0.0760644605448477
"Anapc2",2492.10095058379,-0.102350325147713,0.162876869244052,-0.628390793749561,0.529747966508742,0.684324732767841
"Ssna1",671.98631724239,-0.208947766898953,0.213961611165471,-0.976566617538506,0.328783752500613,0.496762810399723
"Rbms1",5029.57430007907,0.0695075533501165,0.110207997650235,0.630694276568848,0.528240442072985,0.682942205093624
"Itgb6",5.24226416993633,4.23015064994371,1.43522547143524,2.94737707359215,0.00320482144184007,0.0129893224297878
"Arrdc1",111.92035358034,0.0213639205389784,0.266155602660015,0.0802685358694798,0.936023682182562,0.965081233029896
"Zmynd19",820.077799311823,-0.128343946028727,0.194718467300902,-0.659125699825864,0.509815053738566,0.667267385107835
"Dph7",172.411776767644,0.601740322497454,0.215166403754206,2.79662768907384,0.00516390013317286,0.0195380296828742
"Pax8",143.526335284703,10.5784992770803,1.86873904981984,5.66076856910555,1.50696543765248e-08,2.71562899892862e-07
"Marchf7",1698.68238836874,0.0836171308792407,0.150253679095134,0.556506378963925,0.577864734901052,0.725414549769508
"Psd4",7.0205215370471,6.41655192864916,1.996741955504,3.21351084498525,0.00131122846109279,0.00609276933855214
"Ly75",1069.80638256275,0.286545187579323,0.353923413488294,0.80962484158681,0.41815582622103,0.584484333327609
"Il1rn",137.299236118651,9.25358555522398,1.3759741877188,6.72511565828524,1.75453021412028e-11,5.49257832732175e-10
"Baz2b",824.523310975394,0.230492678587401,0.205938647114189,1.11922983770791,0.2630420992864,0.424274640125242
"Wdsub1",260.785584199315,-0.0343990023304188,0.210381722152209,-0.163507561296278,0.870118820214711,0.925773229652409
"Pkp4",1491.0047965275,0.9039967248114,0.201268323412206,4.4915002494455,7.07232180663161e-06,6.72133572102866e-05
"Nup35",705.423518159505,-0.0276491316614708,0.140418693342388,-0.196904920586698,0.84390194299358,0.91168132431925
"Dusp19",196.270215206314,0.0345733223088487,0.189974142328353,0.181989621772272,0.855590870521993,0.918222473483054
"Nckap1",7256.50225879215,-0.301405189747154,0.0970158688466073,-3.1067617424909,0.00189148778562162,0.00830836009834298
"Frzb",68.1606013979806,3.20256729357954,0.437452074049905,7.32095578820867,2.46210954429782e-13,1.04239192032079e-11
"Dnajc10",4230.31541035675,-0.0659375347867922,0.0942174099629202,-0.699844485352997,0.484024429852653,0.64578513002632
"Itprid2",758.397867320788,0.0941075111392078,0.13138834866368,0.716254615392865,0.473834145023562,0.635759139218326
"Slc25a12",999.764184499584,-0.610848994423797,0.0913083264772246,-6.68995937162602,2.23232564647163e-11,6.83607174004471e-10
"Ube2e3",945.578534357331,0.073967244313498,0.0952255087883579,0.77675871995489,0.437301135610433,0.60238916544145
"Dync1i2",4408.98152892322,-0.174174887169363,0.0701489630637402,-2.48292889249269,0.0130307096307808,0.0416615274362699
"Cwc22",1196.20380980631,0.288486580833418,0.150833270820098,1.91261900815969,0.0557968444595264,0.133642227741344
"Hat1",1949.93984522732,-0.256214606193148,0.218796055923055,-1.17102022297537,0.241590648495123,0.398240665562032
"Xirp2",7.74525052668893,4.48402818625949,1.69505649382711,2.6453561887695,0.00816049665797112,0.0283709970379525
"Stk39",626.692926455337,0.923790950832904,0.147630226261658,6.25746484460159,3.91285820665947e-10,9.51542127211167e-09
"Cers6",2519.58731667199,-1.1314296677997,0.257583753277841,-4.3924729467673,1.12068578914513e-05,0.000100654054007821
"Ssrp1",6701.24376680033,-0.068562164336081,0.138834574307439,-0.493840707029179,0.621418681944299,0.759508254278416
"Dhrs9",75.9376650016312,-0.860113340552097,0.35640038217816,-2.41333450681357,0.0158073046399188,0.0486612952296756
"Lrp2",133.973310025955,-0.0286772651588866,0.645669102183333,-0.0444148017334488,0.964573763214829,0.981969205167497
"Slc43a3",962.457588618209,-0.19580318657787,0.321981290509007,-0.608119764562509,0.543108044535298,0.695764370578578
"Slc43a1",50.3132357535701,-1.98063941649895,0.561758621441912,-3.52578374572175,0.000422231595758882,0.00231289450895824
"Timm10",277.013238521378,-0.187023232026857,0.220635066449469,-0.847658692865533,0.396628077168164,0.564786166819544
"Ube2l6",107.154580417997,-1.10278748416678,0.282133091398088,-3.90874916055398,9.27752311117502e-05,0.000630584452856267
"Clp1",206.928788330163,0.28084763536438,0.229305884283065,1.22477291083246,0.220660794204851,0.373867903006677
"Med19",601.91747216844,-0.209407113768439,0.141785215251651,-1.47693194524385,0.139693880743756,0.268156282840389
"Tfpi",3063.31176964151,-1.1388534838325,0.163794777180391,-6.95292916805435,3.57778355194714e-12,1.26673364247277e-10
"Fastkd1",242.659246370553,-0.260151765792838,0.172993244062047,-1.50382615924313,0.132626133728936,0.257984076348453
"Itgav",12144.4643485847,-0.667762086411206,0.21300417084771,-3.1349718822578,0.00171870584364345,0.00765957459007199
"Phospho2",421.612870788239,-0.00845328164119908,0.187418153171039,-0.0451038573274412,0.964024526850748,0.98176559552341
"Zc3h15",3750.83298938979,-0.200573938988199,0.135553255040433,-1.47966892368886,0.138961622851551,0.267055470272149
"Mtx2",885.802504447293,0.137589359427228,0.154168058069253,0.892463465845966,0.372144566607628,0.540937334874541
"Hoxd8",5.60225451405684,2.10152151353938,1.32927801583809,1.58094957450598,0.113889567880213,0.230401808595894
"Atf2",1030.8929225573,0.106045107047684,0.159328057360463,0.665577104274662,0.505681444904292,0.664021709285484
"Ola1",2395.111033761,0.209810336169917,0.173481280214291,1.20941196601011,0.226504613752561,0.380922332005982
"Sp3",2057.69233667019,0.021267162938729,0.132376286850531,0.16065689289761,0.872363642787971,0.927293239745485
"Itga6",647.587569335465,0.613638954594133,0.26005426427247,2.35965734425026,0.0182918219799488,0.0547741477950917
"Kif18a",652.094660839088,-0.415765524322639,0.16211303565102,-2.5646643568976,0.0103275654123031,0.034325906700244
"Arl14ep",1044.89241748098,0.0959554893176439,0.1401038008622,0.68488855211017,0.493414250479812,0.654285915541909
"Slc12a6",522.954109800289,0.0248683718368524,0.134372359051287,0.185070590502624,0.853173668491296,0.917345445890221
"Emc4",741.101040314165,-0.14577906323468,0.130979118226654,-1.11299469112637,0.265710709560463,0.427147469445086
"Katnbl1",713.05236401304,-0.153843644831581,0.153642556846471,-1.00130880394884,0.316677537871343,0.483933406427441
"Nop10",459.396756270421,0.00826930311400517,0.198000494734081,0.0417640527873983,0.966686791715892,0.983336918827513
"Lpcat4",336.826934064087,0.600361101686162,0.374555118312975,1.60286449799494,0.108964573256526,0.223233645488083
"Ccdc34",1656.50403178906,0.325702450469906,0.21383153142458,1.52317316487435,0.127715387937647,0.251107496552185
"Lin7c",2192.93968639491,0.0920642842007187,0.155572643727639,0.591776818821025,0.554000048066293,0.704733521723519
"Commd9",285.97315837628,-0.150732038156812,0.175154630559545,-0.860565533867345,0.389477375410996,0.557540888968017
"Traf6",501.47745913657,-0.11521137211406,0.142899888716603,-0.806238361336624,0.42010542354912,0.586220771707181
"B230118H07Rik",266.100278616471,0.146905008322283,0.185963334086899,0.789967597879459,0.429546691652792,0.59512575319559
"Dnajc24",178.610219237541,-0.135170475793245,0.216985995272993,-0.622945622012082,0.533320256479953,0.687549254799799
"Elp4",336.820753554061,-0.362578278306539,0.199228106429736,-1.81991529611015,0.0687719051490333,0.156563740710603
"Eif3m",3446.17073375037,0.0390028015492331,0.172552666197965,0.226034186597188,0.821174831251926,0.897029879862625
"Prrg4",29.528729954598,-0.315086948666839,0.816341717574112,-0.385974331439497,0.699515679135134,0.816508253273828
"Depdc7",38.8018845809767,1.3718528605057,0.457109808640605,3.00114509593535,0.00268966369603453,0.0112517597950778
"Tcp11l1",170.116686022366,-0.104581280682023,0.173134008029237,-0.604048169810537,0.545811617115858,0.69833680048976
"Cstf3",943.211515751257,0.0331315617113835,0.116850805640503,0.283537298093728,0.776764994450421,0.869076555121796
"Hipk3",2449.54659487035,-0.28768802154165,0.153158979871466,-1.87836209005233,0.0603316479116894,0.141691168428857
"Fbxo3",1332.60292142675,-0.476057397300384,0.102331965800056,-4.65208885198728,3.28589431169203e-06,3.41869211288995e-05
"Caprin1",12080.6588988275,0.0581517064238162,0.101501315885003,0.572915788497752,0.566701713847429,0.71478457374726
"Nat10",975.766928215223,0.252068566660169,0.226981013794042,1.11052709848627,0.2667719575873,0.428102139039513
"Cat",1382.29329592068,-0.162041341534776,0.0861850376623342,-1.88015630009515,0.0600867793601375,0.141281326645382
"Pamr1",17.3690585478461,1.26780979473921,0.867550485566326,1.46136716632877,0.143914706271087,0.274063827577076
"Trim44",2576.71187445989,0.322457620299585,0.11832744654803,2.72512954269403,0.00642762625803151,0.0233333457342177
"Api5",3570.87097575841,-0.0848294817820754,0.128128720506121,-0.662064535156446,0.507929863295299,0.666102298790797
"Ttc17",787.917041065047,-0.0881817394936758,0.127876779818792,-0.6895836728031,0.490456037850371,0.651285795854227
"Hsd17b12",3083.72759204509,-0.253461147019899,0.107839296922256,-2.3503597876999,0.0187552723286343,0.0558983708770047
"Ext2",2632.69623113747,-0.351954224804129,0.093286692884397,-3.77282347483664,0.000161410493022141,0.00102105575603925
"Gatm",429.296125540228,-8.61869902536348,0.560825893068805,-15.3678693011168,2.68866806194165e-53,2.69942273418942e-50
"Sema6d",65.2235261382639,9.46424079591324,1.37921847999575,6.862031602087,6.78880397375041e-12,2.29935972662737e-10
"Myef2",3028.1702819172,0.115738736331447,0.0997541855665664,1.16023939922014,0.24595134997298,0.403206458504805
"Dut",1365.30741732131,0.351293030844783,0.212661192758012,1.6518906260651,0.0985568493518585,0.207342170093728
"Fbn1",14582.1320466445,-0.125228704940946,0.347214241854445,-0.360666959604275,0.718348426935693,0.831242733926739
"Cops2",4574.62578446171,-0.0682287725994656,0.13715844793547,-0.497444915908978,0.618875338234179,0.757349099270384
"Galk2",756.154078136657,0.425347111692088,0.114162975941584,3.72578857711044,0.000194705554833607,0.00120086936320368
"Fgf7",5348.63778247537,0.0175017569097957,0.172367752799332,0.101537303965267,0.919123946283219,0.955068100018994
"Meis2",1672.67925291032,0.0454654362114257,0.230206577726725,0.197498423634954,0.84343751490406,0.911408078665225
"Cd82",402.887995778795,1.52348205410334,0.343828078223354,4.43094136457836,9.38226009440846e-06,8.60816239471314e-05
"Tspan18",15.42188762721,2.72288273394944,1.10481376222616,2.46456265032663,0.0137180579104241,0.0433695506047957
"Syt13",14.6925132683823,2.45677566526798,0.659844849389184,3.72326262384591,0.000196664763002363,0.00121026525453979
"Chst1",315.569653646431,2.69461403251479,0.322493739252496,8.35555455668875,6.5126026125312e-17,4.37995896276261e-15
"Pex16",132.360474432446,0.112339634983865,0.22956529012666,0.489358103404409,0.62458819215633,0.762084342790744
"Mapk8ip1",179.060670440543,1.06901491616818,0.256538879448384,4.16706784744208,3.08542687494787e-05,0.000243098431358
"Sord",388.552485922136,-0.838115944917847,0.306873303995602,-2.73114648294679,0.00631144122843933,0.022994716927668
"Creb3l1",1260.84298093953,-0.366492709218074,0.148035311287674,-2.47571140986677,0.0132971011536852,0.0422724873527133
"Eif3j1",2931.44247272936,-0.162755966656147,0.128728735296323,-1.2643328335472,0.206110589502896,0.355340420219884
"Frmd5",11.132512183219,1.99521979275569,0.829838382438972,2.40434744280152,0.0162013668847298,0.0496785368524786
"Wdr76",259.552822143316,-0.196422390759373,0.294881748930243,-0.666105621904184,0.505343591379522,0.663717951824945
"Harbi1",116.281292657405,0.282324432285974,0.224286468836754,1.25876711934621,0.208114459989681,0.357659873274489
"Atg13",428.403656365067,0.0179994599652834,0.157416169090533,0.114343145747192,0.908965781400685,0.949566068785936
"Hypk",819.178243896886,-0.489817820840447,0.174287791654947,-2.8103966215269,0.00494804819694162,0.0188277654185737
"Arhgap1",2104.4849393483,0.175701560803211,0.146956792614059,1.19560013305844,0.231852639523166,0.387091186736859
"Pdia3",21935.9011581871,-0.0697713156707361,0.0866582083551458,-0.805132219960015,0.420743384602453,0.586470548787393
"Lrp4",79.7322458031348,0.741595505375286,0.359672677544699,2.06186221994336,0.0392208553123746,0.100471722666437
"Map1a",959.981881593766,4.44776056291966,0.240124976199735,18.5226902811644,1.3549409301156e-76,3.80900994274099e-73
"Arfgap2",1298.50727067342,0.0764269323169139,0.113632368354351,0.67258065130337,0.501214114589086,0.660313819127312
"Pacsin3",380.630123043847,0.0443555868285195,0.204277845704548,0.217133613660054,0.828104218892985,0.901753401050495
"Adal",93.8333365884729,0.177107037090008,0.287102075974511,0.61687828793593,0.537315008876265,0.690971138614149
"Tubgcp4",1450.58730261895,-0.137724468234494,0.157815227035731,-0.872694421326732,0.382829659238465,0.551168051854539
"Ubr1",946.603534361479,0.153547600216077,0.163649967765524,0.938268441556175,0.348106473534044,0.516686948678549
"Snap25",4.35504477710326,5.5109292460216,1.72288921601787,3.19865560407829,0.00138069999940557,0.00635049711768477
"Mkks",177.883050670583,0.22241951157704,0.168508643539774,1.31992939296637,0.186858592944157,0.331668693322778
"Jag1",493.237747727461,1.39807584146375,0.210629785138023,6.63759800423103,3.18835970785595e-11,9.43485980076278e-10
"Slx4ip",162.885037120489,0.0631524851303099,0.198157734098322,0.31869805848191,0.749955487052678,0.85300002638068
"Mtch2",2314.44182831818,-0.125948621097991,0.128610025972525,-0.979306396570494,0.327428610834263,0.495388713547812
"Cdan1",398.429548384422,-0.180313488615616,0.221570690300239,-0.813796664041087,0.415761446503813,0.582472131172888
"Haus2",567.650058169901,-0.0922259955766433,0.12139222330999,-0.759735616186327,0.447412634804328,0.611434391553732
"Lrrc57",244.270624222408,0.123215761344517,0.162941994346489,0.756194017623871,0.449532879044519,0.613638355622974
"Snap23",1147.03826547933,-0.129195687345714,0.0949401669477783,-1.36081167222697,0.173573212301164,0.314462470108515
"Zfp106",4837.73622509861,-0.218272883278847,0.161848964199539,-1.34862082286634,0.177458788869785,0.319503104438798
"Vps39",775.813480184783,-0.0780200281442958,0.111301336573691,-0.700980154830754,0.483315400082077,0.644971163348873
"Ehd4",1131.77639555563,-0.100054719791045,0.158079996977749,-0.632937257742536,0.52677461622597,0.68179963219818
"Tyro3",383.81081447134,-0.620192880631477,0.148442519557609,-4.17800022850453,2.94083359917735e-05,0.000233275152765445
"Ubox5",164.82458414729,0.243027584527475,0.232025366255276,1.04741817004652,0.294906755055317,0.459965529189696
"Ptpra",2274.52365341681,-0.123629589587074,0.0941895167430071,-1.31256209673942,0.189330548722432,0.334325401110867
"Rtf1",1826.92416564945,0.11122531832132,0.143158613906431,0.776937658770693,0.437195551696612,0.602354506434776
"Ndufaf1",320.006153967638,0.297101088164615,0.177228358638272,1.67637442702387,0.0936648747835217,0.199219947381923
"Nusap1",1228.64764815217,-0.258860459954178,0.178325787831117,-1.45161540068075,0.146608574117091,0.277838764701339
"4930402H24Rik",1546.55265111199,-0.0792521739990926,0.135573326795036,-0.58457054844504,0.558836515686118,0.708264379098614
"Atrn",1650.19470394612,-0.352653203663033,0.14972841853706,-2.35528570400111,0.0185084690975773,0.0553168279046452
"Chac1",151.827367213844,-1.27667841991874,0.336494803698112,-3.79405092110759,0.000148209258461142,0.000950745715433586
"Spint1",4.57493102332685,5.87829779842334,1.71230322455485,3.43297712351826,0.000596992466578463,0.00311020241298254
"Gfra4",30.4412733993407,1.56073816216495,0.407076145067742,3.8340201976346,0.000126065783368838,0.000826869179203169
"Adam33",9.35869835862359,0.141697324483541,1.04607679112259,0.135455949014488,0.892251390779571,0.939929966933796
"Rad51",1103.10772327385,-0.272131294589321,0.203187085419905,-1.33931393339757,0.180468494658616,0.323224408883984
"Rpusd2",84.3949018119956,-0.265174457445695,0.238446857342555,-1.11209038525822,0.266099290255978,0.427342166116183
"Knl1",1133.63863559169,-0.148577018007525,0.227540638472464,-0.652969153136596,0.513776165179731,0.670781885358192
"1700037H04Rik",465.570478199296,-0.160054809269952,0.214741414981675,-0.745337406310797,0.456067773258194,0.619909933364006
"Spef1",47.9492695567177,0.257857429738924,0.286593874555534,0.899731126978284,0.368263354295959,0.537630837970918
"Cdc25b",592.491637726622,0.201930624239955,0.2926305337834,0.690053158941441,0.490160758253636,0.651200341967213
"Knstrn",1651.45180264743,-0.084892838410464,0.203940402531366,-0.416262973676379,0.677217583332641,0.800528414529691
"Ivd",537.29718905124,0.0431241426522598,0.235732183752877,0.182937017617704,0.854847437122459,0.918002565222192
"Smox",256.683840385557,-0.0984930138824349,0.143445811169867,-0.686621749908059,0.492321118821537,0.653249042542886
"Adra1d",246.462831406645,-0.73657948593458,0.369557391334274,-1.99313964003043,0.0462461583994672,0.115013915241491
"Rassf2",398.639700107171,-0.823197854195667,0.394090744004063,-2.08885356157256,0.0367209071990186,0.0953372690989658
"Slc23a2",611.56058117978,-0.286205319891881,0.190148311860152,-1.50516887103565,0.132280666105515,0.257454028624564
"Tmem230",288.484526190688,0.464118400422422,0.178026402591714,2.60702004683447,0.00913340128769407,0.0311134261544957
